Unidade do agendamento,Grupo,Mês Atendimento,Procedimentos Padronizados,Custo Direto
IPIRANGA,MEDICINA ESTÉTICA,Novembro,PRÓ-LIPO,415.09999999999997
IPIRANGA,MEDICINA ESTÉTICA,Novembro,PRÓ-MESO,137.46
IPIRANGA,MEDICINA ESTÉTICA,Novembro,RADIESSE,1542.36
IPIRANGA,MEDICINA ESTÉTICA,Novembro,RETOQUE,0.0
IPIRANGA,MEDICINA ESTÉTICA,Novembro,SCULPTRA,4136.72
IPIRANGA,MEDICINA ESTÉTICA,Novembro,SECAGEM,135.0
IPIRANGA,MEDICINA ESTÉTICA,Outubro,BOTOX LIGHT,974.76
IPIRANGA,MEDICINA ESTÉTICA,Outubro,BOTOX POWER,12620.619999999999
IPIRANGA,MEDICINA ESTÉTICA,Outubro,DERMAROLLER,346.44
IPIRANGA,MEDICINA ESTÉTICA,Outubro,GLÚTEO MAX,786.88
IPIRANGA,MEDICINA ESTÉTICA,Outubro,PEELING QUÍMICO,250.72
IPIRANGA,MEDICINA ESTÉTICA,Outubro,PREENCHIMENTO,6253.8
IPIRANGA,MEDICINA ESTÉTICA,Outubro,PRÓ-BELLA,134.2
IPIRANGA,MEDICINA ESTÉTICA,Outubro,PRÓ-LIPO,1037.75
IPIRANGA,MEDICINA ESTÉTICA,Outubro,PRÓ-MESO,91.64
IPIRANGA,MEDICINA ESTÉTICA,Outubro,RADIESSE,9254.16
IPIRANGA,MEDICINA ESTÉTICA,Outubro,RETOQUE,0.0
IPIRANGA,MEDICINA ESTÉTICA,Outubro,SCULPTRA,12410.16
IPIRANGA,MEDICINA ESTÉTICA,Outubro,SECAGEM,135.0
IPIRANGA,MEDICINA ESTÉTICA,Setembro,BOTOX LIGHT,1137.22
IPIRANGA,MEDICINA ESTÉTICA,Setembro,BOTOX POWER,8926.78
IPIRANGA,MEDICINA ESTÉTICA,Setembro,DERMAROLLER,230.96
IPIRANGA,MEDICINA ESTÉTICA,Setembro,PEELING QUÍMICO,188.04
IPIRANGA,MEDICINA ESTÉTICA,Setembro,PREENCHIMENTO,7147.200000000001
IPIRANGA,MEDICINA ESTÉTICA,Setembro,PRÓ-BELLA,335.5
IPIRANGA,MEDICINA ESTÉTICA,Setembro,PRÓ-LIPO,996.24
IPIRANGA,MEDICINA ESTÉTICA,Setembro,PRÓ-MESO,45.82
IPIRANGA,MEDICINA ESTÉTICA,Setembro,RADIESSE,3855.8999999999996
IPIRANGA,MEDICINA ESTÉTICA,Setembro,RETOQUE,0.0
IPIRANGA,MEDICINA ESTÉTICA,Setembro,SCULPTRA,12410.16
IPIRANGA,MEDICINA ESTÉTICA,Setembro,SECAGEM,202.5
IPIRANGA,ULTRAFORMER_III,Abril,ULTRAFORMER FULLFACE,7356.2
IPIRANGA,ULTRAFORMER_III,Abril,ULTRAFORMER FULLFACE + PESCOÇO,3057.2400000000002
IPIRANGA,ULTRAFORMER_III,Abril,ULTRAFORMER PAPADA,1518.72
IPIRANGA,ULTRAFORMER_III,Abril,ULTRAFORMER PESCOÇO,1852.48
IPIRANGA,ULTRAFORMER_III,Agosto,ULTRAFORMER BRAÇO,1018.12
IPIRANGA,ULTRAFORMER_III,Agosto,ULTRAFORMER FULLFACE,12505.54
IPIRANGA,ULTRAFORMER_III,Agosto,ULTRAFORMER FULLFACE + PESCOÇO,1019.08
IPIRANGA,ULTRAFORMER_III,Agosto,ULTRAFORMER MAÇA DO ROSTO,420.62
IPIRANGA,ULTRAFORMER_III,Agosto,ULTRAFORMER OLHOS,1215.6
IPIRANGA,ULTRAFORMER_III,Agosto,ULTRAFORMER PAPADA,2024.96
IPIRANGA,ULTRAFORMER_III,Agosto,ULTRAFORMER PESCOÇO,463.12
IPIRANGA,ULTRAFORMER_III,Fevereiro,ULTRAFORMER FULLFACE,8091.82
IPIRANGA,ULTRAFORMER_III,Fevereiro,ULTRAFORMER FULLFACE + PESCOÇO,2038.16
IPIRANGA,ULTRAFORMER_III,Fevereiro,ULTRAFORMER OLHOS,243.12
IPIRANGA,ULTRAFORMER_III,Fevereiro,ULTRAFORMER PAPADA,1265.6
IPIRANGA,ULTRAFORMER_III,Fevereiro,ULTRAFORMER PESCOÇO,926.24
IPIRANGA,ULTRAFORMER_III,Julho,ULTRAFORMER FULLFACE,8827.44
IPIRANGA,ULTRAFORMER_III,Julho,ULTRAFORMER OLHOS,1701.8400000000001
IPIRANGA,ULTRAFORMER_III,Julho,ULTRAFORMER PAPADA,3543.6800000000003
IPIRANGA,ULTRAFORMER_III,Julho,ULTRAFORMER PESCOÇO,1852.48
IPIRANGA,ULTRAFORMER_III,Junho,ULTRAFORMER BRAÇO,1018.12
IPIRANGA,ULTRAFORMER_III,Junho,ULTRAFORMER FULLFACE,11034.3
IPIRANGA,ULTRAFORMER_III,Junho,ULTRAFORMER OLHOS,1215.6
IPIRANGA,ULTRAFORMER_III,Junho,ULTRAFORMER PAPADA,4556.16
IPIRANGA,ULTRAFORMER_III,Junho,ULTRAFORMER PESCOÇO,2315.6
IPIRANGA,ULTRAFORMER_III,Maio,ULTRAFORMER FULLFACE,16183.64
IPIRANGA,ULTRAFORMER_III,Maio,ULTRAFORMER OLHOS,972.48
IPIRANGA,ULTRAFORMER_III,Maio,ULTRAFORMER PAPADA,2531.2
IPIRANGA,ULTRAFORMER_III,Maio,ULTRAFORMER PESCOÇO,1852.48
IPIRANGA,ULTRAFORMER_III,Março,ULTRAFORMER FULLFACE,7356.2
IPIRANGA,ULTRAFORMER_III,Março,ULTRAFORMER FULLFACE + PESCOÇO,1019.08
IPIRANGA,ULTRAFORMER_III,Março,ULTRAFORMER OLHOS,729.36
IPIRANGA,ULTRAFORMER_III,Março,ULTRAFORMER PAPADA,1518.72
IPIRANGA,ULTRAFORMER_III,Março,ULTRAFORMER PESCOÇO,926.24
IPIRANGA,ULTRAFORMER_III,Novembro,ULTRAFORMER FULLFACE,8091.82
IPIRANGA,ULTRAFORMER_III,Novembro,ULTRAFORMER MAÇA DO ROSTO,420.62
IPIRANGA,ULTRAFORMER_III,Novembro,ULTRAFORMER OLHOS,243.12
IPIRANGA,ULTRAFORMER_III,Novembro,ULTRAFORMER PAPADA,1518.72
IPIRANGA,ULTRAFORMER_III,Novembro,ULTRAFORMER PESCOÇO,463.12
IPIRANGA,ULTRAFORMER_III,Outubro,ULTRAFORMER FULLFACE,10298.68
IPIRANGA,ULTRAFORMER_III,Outubro,ULTRAFORMER OLHOS,972.48
IPIRANGA,ULTRAFORMER_III,Outubro,ULTRAFORMER PAPADA,2531.2
IPIRANGA,ULTRAFORMER_III,Outubro,ULTRAFORMER PESCOÇO,2315.6
IPIRANGA,ULTRAFORMER_III,Setembro,ULTRAFORMER FULLFACE,12505.54
IPIRANGA,ULTRAFORMER_III,Setembro,ULTRAFORMER FULLFACE + PESCOÇO,1019.08
IPIRANGA,ULTRAFORMER_III,Setembro,ULTRAFORMER GLUTEO,913.12
IPIRANGA,ULTRAFORMER_III,Setembro,ULTRAFORMER MAÇA DO ROSTO,420.62
IPIRANGA,ULTRAFORMER_III,Setembro,ULTRAFORMER OLHOS,729.36
IPIRANGA,ULTRAFORMER_III,Setembro,ULTRAFORMER PAPADA,3290.56
IPIRANGA,ULTRAFORMER_III,Setembro,ULTRAFORMER PESCOÇO,463.12
ITAIM,ESTÉTICA,Abril,CARBOXITERAPIA,48.24
ITAIM,ESTÉTICA,Abril,DRENAGEM,1676.78
ITAIM,ESTÉTICA,Abril,HECCUS,151.20000000000002
ITAIM,ESTÉTICA,Abril,HIDRATAÇÃO,69.48
ITAIM,ESTÉTICA,Abril,LIMPEZA DE PELE,2344.6600000000003
ITAIM,ESTÉTICA,Abril,PEELING DE DIAMANTE,425.23
ITAIM,ESTÉTICA,Abril,PRÓ- SHAPE,198.5
ITAIM,ESTÉTICA,Abril,RADIOFREQUÊNCIA,143.25
ITAIM,ESTÉTICA,Agosto,CARBOXITERAPIA,361.8
ITAIM,ESTÉTICA,Agosto,DRENAGEM,1098.58
ITAIM,ESTÉTICA,Agosto,HECCUS,151.20000000000002
ITAIM,ESTÉTICA,Agosto,HIDRATAÇÃO,46.32
ITAIM,ESTÉTICA,Agosto,LIMPEZA DE PELE,1708.8200000000002
ITAIM,ESTÉTICA,Agosto,PEELING DE DIAMANTE,359.81
ITAIM,ESTÉTICA,Agosto,PRÓ- SHAPE,119.10000000000001
ITAIM,ESTÉTICA,Agosto,RADIOFREQUÊNCIA,171.89999999999998
ITAIM,ESTÉTICA,Fevereiro,CARBOXITERAPIA,24.12
ITAIM,ESTÉTICA,Fevereiro,DRENAGEM,1965.88
ITAIM,ESTÉTICA,Fevereiro,HECCUS,43.2
ITAIM,ESTÉTICA,Fevereiro,HIDRATAÇÃO,185.28
ITAIM,ESTÉTICA,Fevereiro,LIMPEZA DE PELE,2742.06
ITAIM,ESTÉTICA,Fevereiro,PEELING DE DIAMANTE,261.68
ITAIM,ESTÉTICA,Fevereiro,RADIOFREQUÊNCIA,28.65
ITAIM,ESTÉTICA,Julho,CARBOXITERAPIA,192.96
ITAIM,ESTÉTICA,Julho,DRENAGEM,1098.58
ITAIM,ESTÉTICA,Julho,HECCUS,129.60000000000002
ITAIM,ESTÉTICA,Julho,HIDRATAÇÃO,46.32
ITAIM,ESTÉTICA,Julho,LIMPEZA DE PELE,2145.96
ITAIM,ESTÉTICA,Julho,PEELING DE DIAMANTE,228.97
ITAIM,ESTÉTICA,Julho,PRÓ- SHAPE,39.7
ITAIM,ESTÉTICA,Julho,RADIOFREQUÊNCIA,315.15
ITAIM,ESTÉTICA,Junho,CARBOXITERAPIA,168.84
ITAIM,ESTÉTICA,Junho,DRENAGEM,954.03
ITAIM,ESTÉTICA,Junho,HECCUS,172.8
ITAIM,ESTÉTICA,Junho,HIDRATAÇÃO,92.64
ITAIM,ESTÉTICA,Junho,LIMPEZA DE PELE,1947.26
ITAIM,ESTÉTICA,Junho,PEELING DE DIAMANTE,98.13
ITAIM,ESTÉTICA,Junho,RADIOFREQUÊNCIA,171.89999999999998
ITAIM,ESTÉTICA,Maio,CARBOXITERAPIA,72.36
ITAIM,ESTÉTICA,Maio,DRENAGEM,1300.95
ITAIM,ESTÉTICA,Maio,HECCUS,280.8
ITAIM,ESTÉTICA,Maio,HIDRATAÇÃO,92.64
ITAIM,ESTÉTICA,Maio,LIMPEZA DE PELE,1867.7800000000002
ITAIM,ESTÉTICA,Maio,PEELING DE DIAMANTE,294.39
ITAIM,ESTÉTICA,Maio,PRÓ- SHAPE,158.8
ITAIM,ESTÉTICA,Maio,RADIOFREQUÊNCIA,143.25
ITAIM,ESTÉTICA,Março,CRIOLIPÓLISE,309.51
ITAIM,ESTÉTICA,Março,DRENAGEM,1792.42
ITAIM,ESTÉTICA,Março,HECCUS,43.2
ITAIM,ESTÉTICA,Março,HIDRATAÇÃO,92.64
ITAIM,ESTÉTICA,Março,LIMPEZA DE PELE,2583.1
ITAIM,ESTÉTICA,Março,PEELING DE DIAMANTE,359.81
ITAIM,ESTÉTICA,Março,PRÓ- SHAPE,39.7
ITAIM,ESTÉTICA,Março,RADIOFREQUÊNCIA,57.3
ITAIM,ESTÉTICA,Novembro,CARBOXITERAPIA,144.72
ITAIM,ESTÉTICA,Novembro,DRENAGEM,636.02
ITAIM,ESTÉTICA,Novembro,HECCUS,151.20000000000002
ITAIM,ESTÉTICA,Novembro,HIDRATAÇÃO,69.48
ITAIM,ESTÉTICA,Novembro,LIMPEZA DE PELE,1311.42
ITAIM,ESTÉTICA,Novembro,PEELING DE DIAMANTE,98.13
ITAIM,ESTÉTICA,Novembro,PRÓ- SHAPE,119.10000000000001
ITAIM,ESTÉTICA,Novembro,RADIOFREQUÊNCIA,85.94999999999999
ITAIM,ESTÉTICA,Outubro,CARBOXITERAPIA,482.40000000000003
ITAIM,ESTÉTICA,Outubro,CRIOLIPÓLISE,309.51
ITAIM,ESTÉTICA,Outubro,DRENAGEM,1647.8700000000001
ITAIM,ESTÉTICA,Outubro,HECCUS,345.6
ITAIM,ESTÉTICA,Outubro,HIDRATAÇÃO,23.16
ITAIM,ESTÉTICA,Outubro,LIMPEZA DE PELE,1947.26
ITAIM,ESTÉTICA,Outubro,PEELING DE DIAMANTE,621.49
ITAIM,ESTÉTICA,Outubro,PRÓ- SHAPE,436.70000000000005
ITAIM,ESTÉTICA,Outubro,RADIOFREQUÊNCIA,487.04999999999995
ITAIM,ESTÉTICA,Setembro,CARBOXITERAPIA,192.96
ITAIM,ESTÉTICA,Setembro,DRENAGEM,1503.32
ITAIM,ESTÉTICA,Setembro,HECCUS,302.40000000000003
ITAIM,ESTÉTICA,Setembro,HIDRATAÇÃO,115.8
ITAIM,ESTÉTICA,Setembro,LIMPEZA DE PELE,1828.0400000000002
ITAIM,ESTÉTICA,Setembro,PEELING DE DIAMANTE,196.26
ITAIM,ESTÉTICA,Setembro,PRÓ- SHAPE,238.20000000000002
ITAIM,ESTÉTICA,Setembro,RADIOFREQUÊNCIA,372.45
ITAIM,LAVIEEN,Abril,LAVIEEN,5224.5
ITAIM,LAVIEEN,Abril,PRÓ-SÉRUM,605.16
ITAIM,LAVIEEN,Agosto,LAVIEEN,3386.25
ITAIM,LAVIEEN,Agosto,PRÓ-SÉRUM,470.67999999999995
ITAIM,LAVIEEN,Fevereiro,LAVIEEN,2709.0
ITAIM,LAVIEEN,Julho,LAVIEEN,5031.0
ITAIM,LAVIEEN,Junho,LAVIEEN,4063.5
ITAIM,LAVIEEN,Junho,PRÓ-SÉRUM,806.8799999999999
ITAIM,LAVIEEN,Maio,LAVIEEN,5514.75
ITAIM,LAVIEEN,Maio,PRÓ-SÉRUM,605.16
ITAIM,LAVIEEN,Março,LAVIEEN,2128.5
ITAIM,LAVIEEN,Novembro,LAVIEEN,3579.75
ITAIM,LAVIEEN,Outubro,LAVIEEN,3096.0
ITAIM,LAVIEEN,Setembro,LAVIEEN,5998.5
ITAIM,MEDICINA ESTÉTICA,Abril,BOTOX POWER,2154.74
ITAIM,MEDICINA ESTÉTICA,Abril,PEELING QUÍMICO,125.36
ITAIM,MEDICINA ESTÉTICA,Abril,PREENCHIMENTO,1191.2
ITAIM,MEDICINA ESTÉTICA,Abril,PRÓ-LIPO,332.08
ITAIM,MEDICINA ESTÉTICA,Agosto,BOTOX LIGHT,324.92
ITAIM,MEDICINA ESTÉTICA,Agosto,BOTOX POWER,7387.68
ITAIM,MEDICINA ESTÉTICA,Agosto,PEELING QUÍMICO,125.36
ITAIM,MEDICINA ESTÉTICA,Agosto,PREENCHIMENTO,3275.8
ITAIM,MEDICINA ESTÉTICA,Agosto,PRÓ-LIPO,166.04
ITAIM,MEDICINA ESTÉTICA,Agosto,PRÓ-MESO,91.64
ITAIM,MEDICINA ESTÉTICA,Agosto,RETOQUE,0.0
ITAIM,MEDICINA ESTÉTICA,Agosto,SCULPTRA,15512.7
ITAIM,MEDICINA ESTÉTICA,Fevereiro,BOTOX POWER,1846.92
ITAIM,MEDICINA ESTÉTICA,Fevereiro,DERMAROLLER,230.96
ITAIM,MEDICINA ESTÉTICA,Fevereiro,PEELING QUÍMICO,125.36
ITAIM,MEDICINA ESTÉTICA,Fevereiro,PREENCHIMENTO,1786.8000000000002
ITAIM,MEDICINA ESTÉTICA,Fevereiro,PRÓ-LIPO,498.12
ITAIM,MEDICINA ESTÉTICA,Fevereiro,PRÓ-MESO,91.64
ITAIM,MEDICINA ESTÉTICA,Fevereiro,RETOQUE,0.0
ITAIM,MEDICINA ESTÉTICA,Fevereiro,SCULPTRA,1034.18
ITAIM,MEDICINA ESTÉTICA,Julho,BOTOX LIGHT,324.92
ITAIM,MEDICINA ESTÉTICA,Julho,BOTOX POWER,6156.4
ITAIM,MEDICINA ESTÉTICA,Julho,DERMAROLLER,115.48
ITAIM,MEDICINA ESTÉTICA,Julho,PEELING QUÍMICO,156.7
ITAIM,MEDICINA ESTÉTICA,Julho,PREENCHIMENTO,3275.8
ITAIM,MEDICINA ESTÉTICA,Julho,PRÓ-BELLA,134.2
ITAIM,MEDICINA ESTÉTICA,Julho,PRÓ-LIPO,622.65
ITAIM,MEDICINA ESTÉTICA,Julho,PRÓ-MESO,183.28
ITAIM,MEDICINA ESTÉTICA,Julho,RADIESSE,1542.36
ITAIM,MEDICINA ESTÉTICA,Julho,RETOQUE,0.0
ITAIM,MEDICINA ESTÉTICA,Julho,SCULPTRA,3102.54
ITAIM,MEDICINA ESTÉTICA,Junho,BOTOX POWER,2770.38
ITAIM,MEDICINA ESTÉTICA,Junho,DERMAROLLER,115.48
ITAIM,MEDICINA ESTÉTICA,Junho,PEELING QUÍMICO,156.7
ITAIM,MEDICINA ESTÉTICA,Junho,PREENCHIMENTO,893.4000000000001
ITAIM,MEDICINA ESTÉTICA,Junho,PRÓ-LIPO,581.14
ITAIM,MEDICINA ESTÉTICA,Junho,RETOQUE,0.0
ITAIM,MEDICINA ESTÉTICA,Junho,SCULPTRA,3102.54
ITAIM,MEDICINA ESTÉTICA,Junho,SECAGEM,45.0
ITAIM,MEDICINA ESTÉTICA,Maio,BOTOX POWER,3693.84
ITAIM,MEDICINA ESTÉTICA,Maio,DERMAROLLER,115.48
ITAIM,MEDICINA ESTÉTICA,Maio,PEELING QUÍMICO,94.02
ITAIM,MEDICINA ESTÉTICA,Maio,PREENCHIMENTO,2382.4
ITAIM,MEDICINA ESTÉTICA,Maio,PRÓ-LIPO,705.67
ITAIM,MEDICINA ESTÉTICA,Maio,RETOQUE,0.0
ITAIM,MEDICINA ESTÉTICA,Maio,SCULPTRA,7239.26
ITAIM,MEDICINA ESTÉTICA,Maio,SECAGEM,67.5
ITAIM,MEDICINA ESTÉTICA,Março,BOTOX POWER,1846.92
ITAIM,MEDICINA ESTÉTICA,Março,PEELING QUÍMICO,31.34
ITAIM,MEDICINA ESTÉTICA,Março,PREENCHIMENTO,1191.2
ITAIM,MEDICINA ESTÉTICA,Março,PRÓ-LIPO,415.09999999999997
ITAIM,MEDICINA ESTÉTICA,Março,PRÓ-MESO,91.64
ITAIM,MEDICINA ESTÉTICA,Março,RETOQUE,0.0
ITAIM,MEDICINA ESTÉTICA,Março,SCULPTRA,2068.36
ITAIM,MEDICINA ESTÉTICA,Março,SECAGEM,22.5
ITAIM,MEDICINA ESTÉTICA,Novembro,BOTOX POWER,1846.92
ITAIM,MEDICINA ESTÉTICA,Novembro,DERMAROLLER,115.48
ITAIM,MEDICINA ESTÉTICA,Novembro,GLÚTEO MAX,98.36
ITAIM,MEDICINA ESTÉTICA,Novembro,PEELING QUÍMICO,31.34
ITAIM,MEDICINA ESTÉTICA,Novembro,PREENCHIMENTO,595.6
ITAIM,MEDICINA ESTÉTICA,Novembro,PRÓ-LIPO,290.57
ITAIM,MEDICINA ESTÉTICA,Novembro,PRÓ-MESO,45.82
ITAIM,MEDICINA ESTÉTICA,Novembro,RETOQUE,0.0
ITAIM,MEDICINA ESTÉTICA,Novembro,SCULPTRA,3102.54
ITAIM,MEDICINA ESTÉTICA,Novembro,SECAGEM,22.5
ITAIM,MEDICINA ESTÉTICA,Outubro,BOTOX POWER,1231.28
ITAIM,MEDICINA ESTÉTICA,Outubro,DERMAROLLER,346.44
ITAIM,MEDICINA ESTÉTICA,Outubro,GLÚTEO MAX,98.36
ITAIM,MEDICINA ESTÉTICA,Outubro,PEELING QUÍMICO,188.04
ITAIM,MEDICINA ESTÉTICA,Outubro,PREENCHIMENTO,893.4000000000001
ITAIM,MEDICINA ESTÉTICA,Outubro,PRÓ-LIPO,415.09999999999997
ITAIM,MEDICINA ESTÉTICA,Outubro,RADIESSE,771.18
ITAIM,MEDICINA ESTÉTICA,Outubro,RETOQUE,0.0
ITAIM,MEDICINA ESTÉTICA,Outubro,SCULPTRA,6205.08
ITAIM,MEDICINA ESTÉTICA,Outubro,SECAGEM,45.0
ITAIM,MEDICINA ESTÉTICA,Setembro,BOTOX POWER,2154.74
ITAIM,MEDICINA ESTÉTICA,Setembro,PEELING QUÍMICO,31.34
ITAIM,MEDICINA ESTÉTICA,Setembro,PREENCHIMENTO,1489.0
ITAIM,MEDICINA ESTÉTICA,Setembro,PRÓ-LIPO,664.16
ITAIM,MEDICINA ESTÉTICA,Setembro,PRÓ-MESO,45.82
ITAIM,MEDICINA ESTÉTICA,Setembro,RADIESSE,1542.36
ITAIM,MEDICINA ESTÉTICA,Setembro,RETOQUE,0.0
ITAIM,MEDICINA ESTÉTICA,Setembro,SCULPTRA,6205.08
ITAIM,ULTRAFORMER_III,Abril,ULTRAFORMER FULLFACE,5884.96
ITAIM,ULTRAFORMER_III,Abril,ULTRAFORMER INTERNO COXA,1343.12
ITAIM,ULTRAFORMER_III,Abril,ULTRAFORMER OLHOS,243.12
ITAIM,ULTRAFORMER_III,Abril,ULTRAFORMER PAPADA,759.36
ITAIM,ULTRAFORMER_III,Agosto,ULTRAFORMER FULLFACE,5884.96
ITAIM,ULTRAFORMER_III,Agosto,ULTRAFORMER FULLFACE + PESCOÇO,2038.16
ITAIM,ULTRAFORMER_III,Agosto,ULTRAFORMER FULLFACE + PESCOÇO + PAPADA,1258.12
ITAIM,ULTRAFORMER_III,Agosto,ULTRAFORMER MAÇA DO ROSTO,420.62
ITAIM,ULTRAFORMER_III,Agosto,ULTRAFORMER OLHOS,243.12
ITAIM,ULTRAFORMER_III,Agosto,ULTRAFORMER PAPADA,1771.8400000000001
ITAIM,ULTRAFORMER_III,Fevereiro,ULTRAFORMER FULLFACE,4413.72
ITAIM,ULTRAFORMER_III,Fevereiro,ULTRAFORMER FULLFACE + PESCOÇO,2038.16
ITAIM,ULTRAFORMER_III,Fevereiro,ULTRAFORMER MAÇA DO ROSTO,420.62
ITAIM,ULTRAFORMER_III,Fevereiro,ULTRAFORMER PAPADA,1012.48
ITAIM,ULTRAFORMER_III,Julho,ULTRAFORMER FULLFACE,735.62
ITAIM,ULTRAFORMER_III,Julho,ULTRAFORMER OLHOS,243.12
ITAIM,ULTRAFORMER_III,Julho,ULTRAFORMER PAPADA,2024.96
ITAIM,ULTRAFORMER_III,Junho,ULTRAFORMER FULLFACE,3678.1
ITAIM,ULTRAFORMER_III,Junho,ULTRAFORMER FULLFACE + PESCOÇO,1019.08
ITAIM,ULTRAFORMER_III,Junho,ULTRAFORMER PAPADA,759.36
ITAIM,ULTRAFORMER_III,Junho,ULTRAFORMER PESCOÇO,463.12
ITAIM,ULTRAFORMER_III,Maio,ULTRAFORMER FULLFACE,11034.3
ITAIM,ULTRAFORMER_III,Maio,ULTRAFORMER FULLFACE + PESCOÇO,1019.08
ITAIM,ULTRAFORMER_III,Maio,ULTRAFORMER PAPADA,759.36
ITAIM,ULTRAFORMER_III,Maio,ULTRAFORMER PESCOÇO,463.12
ITAIM,ULTRAFORMER_III,Março,ULTRAFORMER FULLFACE,2206.86
ITAIM,ULTRAFORMER_III,Março,ULTRAFORMER FULLFACE + PESCOÇO,2038.16
ITAIM,ULTRAFORMER_III,Março,ULTRAFORMER OLHOS,486.24
ITAIM,ULTRAFORMER_III,Março,ULTRAFORMER PAPADA,506.24
ITAIM,ULTRAFORMER_III,Novembro,ULTRAFORMER FULLFACE,3678.1
ITAIM,ULTRAFORMER_III,Novembro,ULTRAFORMER OLHOS,243.12
ITAIM,ULTRAFORMER_III,Novembro,ULTRAFORMER PAPADA,506.24
ITAIM,ULTRAFORMER_III,Outubro,ULTRAFORMER FULLFACE,5149.34
ITAIM,ULTRAFORMER_III,Outubro,ULTRAFORMER MAÇA DO ROSTO,841.24
ITAIM,ULTRAFORMER_III,Outubro,ULTRAFORMER OLHOS,486.24
ITAIM,ULTRAFORMER_III,Outubro,ULTRAFORMER PAPADA,1012.48
ITAIM,ULTRAFORMER_III,Outubro,ULTRAFORMER PESCOÇO,463.12
ITAIM,ULTRAFORMER_III,Setembro,ULTRAFORMER FULLFACE,8827.44
ITAIM,ULTRAFORMER_III,Setembro,ULTRAFORMER INTERNO COXA,1343.12
ITAIM,ULTRAFORMER_III,Setembro,ULTRAFORMER MAÇA DO ROSTO,420.62
ITAIM,ULTRAFORMER_III,Setembro,ULTRAFORMER OLHOS,729.36
ITAIM,ULTRAFORMER_III,Setembro,ULTRAFORMER PAPADA,1771.8400000000001
ITAIM,ULTRAFORMER_III,Setembro,ULTRAFORMER PESCOÇO,926.24
JARDINS,ESTÉTICA,Abril,CARBOXITERAPIA,1013.0400000000001
JARDINS,ESTÉTICA,Abril,CRIOLIPÓLISE,3714.12
JARDINS,ESTÉTICA,Abril,DRENAGEM,4509.96
JARDINS,ESTÉTICA,Abril,HECCUS,2095.2000000000003
JARDINS,ESTÉTICA,Abril,HIDRATAÇÃO,3311.88
JARDINS,ESTÉTICA,Abril,LIMPEZA DE PELE,8901.76
JARDINS,ESTÉTICA,Abril,PEELING DE DIAMANTE,3630.81
JARDINS,ESTÉTICA,Abril,PRÓ- SHAPE,595.5
JARDINS,ESTÉTICA,Abril,RADIOFREQUÊNCIA,744.9
JARDINS,ESTÉTICA,Agosto,CARBOXITERAPIA,530.64
JARDINS,ESTÉTICA,Agosto,CRIOLIPÓLISE,3714.12
JARDINS,ESTÉTICA,Agosto,DRENAGEM,3613.75
JARDINS,ESTÉTICA,Agosto,HECCUS,1252.8000000000002
JARDINS,ESTÉTICA,Agosto,HIDRATAÇÃO,764.28
JARDINS,ESTÉTICA,Agosto,LIMPEZA DE PELE,7192.9400000000005
JARDINS,ESTÉTICA,Agosto,PEELING DE DIAMANTE,4186.88
JARDINS,ESTÉTICA,Agosto,PRÓ- SHAPE,476.40000000000003
JARDINS,ESTÉTICA,Agosto,RADIOFREQUÊNCIA,200.54999999999998
JARDINS,ESTÉTICA,Fevereiro,CARBOXITERAPIA,988.9200000000001
JARDINS,ESTÉTICA,Fevereiro,CRIOLIPÓLISE,4642.65
JARDINS,ESTÉTICA,Fevereiro,DRENAGEM,3209.01
JARDINS,ESTÉTICA,Fevereiro,HECCUS,1900.8000000000002
JARDINS,ESTÉTICA,Fevereiro,HIDRATAÇÃO,2431.8
JARDINS,ESTÉTICA,Fevereiro,LIMPEZA DE PELE,9020.98
JARDINS,ESTÉTICA,Fevereiro,PEELING DE DIAMANTE,2911.19
JARDINS,ESTÉTICA,Fevereiro,PRÓ- SHAPE,873.4000000000001
JARDINS,ESTÉTICA,Fevereiro,RADIOFREQUÊNCIA,916.8
JARDINS,ESTÉTICA,Julho,CARBOXITERAPIA,795.96
JARDINS,ESTÉTICA,Julho,CRIOLIPÓLISE,3404.61
JARDINS,ESTÉTICA,Julho,DRENAGEM,3729.39
JARDINS,ESTÉTICA,Julho,HECCUS,1360.8000000000002
JARDINS,ESTÉTICA,Julho,HIDRATAÇÃO,1111.68
JARDINS,ESTÉTICA,Julho,LIMPEZA DE PELE,7868.52
JARDINS,ESTÉTICA,Julho,PEELING DE DIAMANTE,4219.59
JARDINS,ESTÉTICA,Julho,PRÓ- SHAPE,833.7
JARDINS,ESTÉTICA,Julho,RADIOFREQUÊNCIA,859.5
JARDINS,ESTÉTICA,Junho,CARBOXITERAPIA,530.64
JARDINS,ESTÉTICA,Junho,CRIOLIPÓLISE,2269.7400000000002
JARDINS,ESTÉTICA,Junho,DRENAGEM,3353.56
JARDINS,ESTÉTICA,Junho,HECCUS,2073.6000000000004
JARDINS,ESTÉTICA,Junho,HIDRATAÇÃO,3311.88
JARDINS,ESTÉTICA,Junho,LIMPEZA DE PELE,7113.46
JARDINS,ESTÉTICA,Junho,PEELING DE DIAMANTE,3369.13
JARDINS,ESTÉTICA,Junho,PRÓ- SHAPE,397.0
JARDINS,ESTÉTICA,Junho,RADIOFREQUÊNCIA,515.6999999999999
JARDINS,ESTÉTICA,Maio,CARBOXITERAPIA,868.32
JARDINS,ESTÉTICA,Maio,CRIOLIPÓLISE,3095.1
