Unidade,Grupo,Mês venda,Procedimentos Padronizados,Preço médio
IPIRANGA,MEDICINA ESTÉTICA,Setembro,SCULPTRA,1895.0
IPIRANGA,MEDICINA ESTÉTICA,Setembro,SECAGEM,166.67
IPIRANGA,ULTRAFORMER_III,Agosto,ULTRAFORMER FULLFACE,1787.06
IPIRANGA,ULTRAFORMER_III,Agosto,ULTRAFORMER FULLFACE + PESCOÇO,2600.0
IPIRANGA,ULTRAFORMER_III,Agosto,ULTRAFORMER OLHOS,690.0
IPIRANGA,ULTRAFORMER_III,Agosto,ULTRAFORMER PAPADA,703.0
IPIRANGA,ULTRAFORMER_III,Agosto,ULTRAFORMER PESCOÇO,1000.0
IPIRANGA,ULTRAFORMER_III,Fevereiro,ULTRAFORMER FULLFACE,1767.5
IPIRANGA,ULTRAFORMER_III,Fevereiro,ULTRAFORMER FULLFACE + PESCOÇO,2390.0
IPIRANGA,ULTRAFORMER_III,Fevereiro,ULTRAFORMER OLHOS,617.75
IPIRANGA,ULTRAFORMER_III,Fevereiro,ULTRAFORMER PAPADA,690.0
IPIRANGA,ULTRAFORMER_III,Fevereiro,ULTRAFORMER PESCOÇO,1190.0
IPIRANGA,ULTRAFORMER_III,Janeiro,ULTRAFORMER FULLFACE,2028.57
IPIRANGA,ULTRAFORMER_III,Janeiro,ULTRAFORMER PAPADA,945.0
IPIRANGA,ULTRAFORMER_III,Janeiro,ULTRAFORMER PESCOÇO,1250.0
IPIRANGA,ULTRAFORMER_III,Julho,ULTRAFORMER BRAÇO,1500.0
IPIRANGA,ULTRAFORMER_III,Julho,ULTRAFORMER FULLFACE,1700.58
IPIRANGA,ULTRAFORMER_III,Julho,ULTRAFORMER FULLFACE + PESCOÇO,2900.0
IPIRANGA,ULTRAFORMER_III,Julho,ULTRAFORMER FULLFACE + PESCOÇO + PAPADA,2900.0
IPIRANGA,ULTRAFORMER_III,Julho,ULTRAFORMER OLHOS,692.5
IPIRANGA,ULTRAFORMER_III,Julho,ULTRAFORMER PAPADA,746.15
IPIRANGA,ULTRAFORMER_III,Julho,ULTRAFORMER PESCOÇO,1100.0
IPIRANGA,ULTRAFORMER_III,Junho,ULTRAFORMER FULLFACE,1688.46
IPIRANGA,ULTRAFORMER_III,Junho,ULTRAFORMER OLHOS,720.0
IPIRANGA,ULTRAFORMER_III,Junho,ULTRAFORMER PAPADA,728.57
IPIRANGA,ULTRAFORMER_III,Junho,ULTRAFORMER PESCOÇO,1055.0
IPIRANGA,ULTRAFORMER_III,Maio,ULTRAFORMER BRAÇO,1700.0
IPIRANGA,ULTRAFORMER_III,Maio,ULTRAFORMER FULLFACE,1775.56
IPIRANGA,ULTRAFORMER_III,Maio,ULTRAFORMER OLHOS,700.0
IPIRANGA,ULTRAFORMER_III,Maio,ULTRAFORMER PAPADA,702.94
IPIRANGA,ULTRAFORMER_III,Maio,ULTRAFORMER PESCOÇO,1136.0
IPIRANGA,ULTRAFORMER_III,Março,ULTRAFORMER FULLFACE,1834.38
IPIRANGA,ULTRAFORMER_III,Março,ULTRAFORMER FULLFACE + PESCOÇO,2390.0
IPIRANGA,ULTRAFORMER_III,Março,ULTRAFORMER OLHOS,695.0
IPIRANGA,ULTRAFORMER_III,Março,ULTRAFORMER PAPADA,764.57
IPIRANGA,ULTRAFORMER_III,Março,ULTRAFORMER PESCOÇO,1180.0
IPIRANGA,ULTRAFORMER_III,Novembro,ULTRAFORMER FULLFACE,1638.04
IPIRANGA,ULTRAFORMER_III,Novembro,ULTRAFORMER OLHOS,588.33
IPIRANGA,ULTRAFORMER_III,Novembro,ULTRAFORMER PAPADA,645.87
IPIRANGA,ULTRAFORMER_III,Novembro,ULTRAFORMER PESCOÇO,940.0
IPIRANGA,ULTRAFORMER_III,Outubro,ULTRAFORMER FULLFACE,1782.94
IPIRANGA,ULTRAFORMER_III,Outubro,ULTRAFORMER FULLFACE + PESCOÇO,2290.0
IPIRANGA,ULTRAFORMER_III,Outubro,ULTRAFORMER MAÇA DO ROSTO,1300.0
IPIRANGA,ULTRAFORMER_III,Outubro,ULTRAFORMER OLHOS,710.91
IPIRANGA,ULTRAFORMER_III,Outubro,ULTRAFORMER PAPADA,709.64
IPIRANGA,ULTRAFORMER_III,Outubro,ULTRAFORMER PESCOÇO,1000.0
IPIRANGA,ULTRAFORMER_III,Setembro,ULTRAFORMER FULLFACE,1764.75
IPIRANGA,ULTRAFORMER_III,Setembro,ULTRAFORMER MAÇA DO ROSTO,1100.0
IPIRANGA,ULTRAFORMER_III,Setembro,ULTRAFORMER OLHOS,695.0
IPIRANGA,ULTRAFORMER_III,Setembro,ULTRAFORMER PAPADA,738.18
IPIRANGA,ULTRAFORMER_III,Setembro,ULTRAFORMER PESCOÇO,1200.0
ITAIM,ESTÉTICA,Agosto,CARBOXITERAPIA,80.0
ITAIM,ESTÉTICA,Agosto,CRIOLIPÓLISE,300.0
ITAIM,ESTÉTICA,Agosto,DRENAGEM,87.11
ITAIM,ESTÉTICA,Agosto,HECCUS,92.73
ITAIM,ESTÉTICA,Agosto,LIMPEZA DE PELE,90.0
ITAIM,ESTÉTICA,Agosto,PRÓ-SHAPE,99.0
ITAIM,ESTÉTICA,Agosto,RADIOFREQUÊNCIA,86.33
ITAIM,ESTÉTICA,Fevereiro,CARBOXITERAPIA,79.0
ITAIM,ESTÉTICA,Fevereiro,CRIOLIPÓLISE,550.0
ITAIM,ESTÉTICA,Fevereiro,DRENAGEM,107.64
ITAIM,ESTÉTICA,Fevereiro,DRENAGEM 30 MIN,59.0
ITAIM,ESTÉTICA,Fevereiro,LIMPEZA DE PELE,57.57
ITAIM,ESTÉTICA,Fevereiro,PEELING DE DIAMANTE,90.0
ITAIM,ESTÉTICA,Janeiro,CRIOLIPÓLISE,507.22
ITAIM,ESTÉTICA,Janeiro,DRENAGEM,101.83
ITAIM,ESTÉTICA,Janeiro,DRENAGEM 30 MIN,59.0
ITAIM,ESTÉTICA,Janeiro,HECCUS,142.0
ITAIM,ESTÉTICA,Janeiro,LIMPEZA DE PELE,90.0
ITAIM,ESTÉTICA,Janeiro,PRÓ- SHAPE,130.0
ITAIM,ESTÉTICA,Janeiro,PRÓ-SHAPE,130.0
ITAIM,ESTÉTICA,Julho,CARBOXITERAPIA,99.0
ITAIM,ESTÉTICA,Julho,DRENAGEM,84.0
ITAIM,ESTÉTICA,Julho,DRENAGEM 30 MIN,59.0
ITAIM,ESTÉTICA,Julho,LIMPEZA DE PELE,72.07
ITAIM,ESTÉTICA,Julho,PEELING DE DIAMANTE,90.0
ITAIM,ESTÉTICA,Junho,CARBOXITERAPIA,79.0
ITAIM,ESTÉTICA,Junho,CRIOLIPÓLISE,399.0
ITAIM,ESTÉTICA,Junho,DRENAGEM,100.0
ITAIM,ESTÉTICA,Junho,HECCUS,85.0
ITAIM,ESTÉTICA,Junho,LIMPEZA DE PELE,62.58
ITAIM,ESTÉTICA,Junho,RADIOFREQUÊNCIA,87.0
ITAIM,ESTÉTICA,Maio,CARBOXITERAPIA,99.0
ITAIM,ESTÉTICA,Maio,CRIOLIPÓLISE,195.0
ITAIM,ESTÉTICA,Maio,DRENAGEM,112.17
ITAIM,ESTÉTICA,Maio,LIMPEZA DE PELE,75.38
ITAIM,ESTÉTICA,Maio,RADIOFREQUÊNCIA,89.0
ITAIM,ESTÉTICA,Março,CARBOXITERAPIA,97.0
ITAIM,ESTÉTICA,Março,DRENAGEM,84.71
ITAIM,ESTÉTICA,Março,HECCUS,97.0
ITAIM,ESTÉTICA,Março,LIMPEZA DE PELE,83.48
ITAIM,ESTÉTICA,Março,PEELING DE DIAMANTE,80.0
ITAIM,ESTÉTICA,Março,RADIOFREQUÊNCIA,99.0
ITAIM,ESTÉTICA,Novembro,CARBOXITERAPIA,97.46
ITAIM,ESTÉTICA,Novembro,CRIOLIPÓLISE,590.0
ITAIM,ESTÉTICA,Novembro,DRENAGEM,98.96
ITAIM,ESTÉTICA,Novembro,HECCUS,99.0
ITAIM,ESTÉTICA,Novembro,LIMPEZA DE PELE,51.13
ITAIM,ESTÉTICA,Novembro,PRÓ-SHAPE,106.07
ITAIM,ESTÉTICA,Novembro,RADIOFREQUÊNCIA,89.5
ITAIM,ESTÉTICA,Outubro,CARBOXITERAPIA,99.0
ITAIM,ESTÉTICA,Outubro,CRIOLIPÓLISE,441.92
ITAIM,ESTÉTICA,Outubro,DRENAGEM,110.68
ITAIM,ESTÉTICA,Outubro,HECCUS,99.0
ITAIM,ESTÉTICA,Outubro,LIMPEZA DE PELE,88.91
ITAIM,ESTÉTICA,Outubro,PEELING DE DIAMANTE,90.0
ITAIM,ESTÉTICA,Outubro,PRÓ-SHAPE,99.33
ITAIM,ESTÉTICA,Outubro,RADIOFREQUÊNCIA,99.0
ITAIM,ESTÉTICA,Setembro,CARBOXITERAPIA,94.75
ITAIM,ESTÉTICA,Setembro,CRIOLIPÓLISE,397.5
ITAIM,ESTÉTICA,Setembro,DRENAGEM,107.08
ITAIM,ESTÉTICA,Setembro,HECCUS,76.25
ITAIM,ESTÉTICA,Setembro,HIDRATAÇÃO,39.5
ITAIM,ESTÉTICA,Setembro,LIMPEZA DE PELE,90.0
ITAIM,ESTÉTICA,Setembro,PEELING DE DIAMANTE,98.5
ITAIM,ESTÉTICA,Setembro,PRÓ-SHAPE,100.0
ITAIM,ESTÉTICA,Setembro,RADIOFREQUÊNCIA,120.5
ITAIM,LAVIEEN,Agosto,LAVIEEN,364.14
ITAIM,LAVIEEN,Agosto,PRÓ-SÉRUM,150.0
ITAIM,LAVIEEN,Fevereiro,LAVIEEN,364.33
ITAIM,LAVIEEN,Janeiro,LAVIEEN,530.79
ITAIM,LAVIEEN,Julho,LAVIEEN,352.45
ITAIM,LAVIEEN,Julho,PRÓ-SÉRUM,150.0
ITAIM,LAVIEEN,Junho,LAVIEEN,307.46
ITAIM,LAVIEEN,Junho,PRÓ-SÉRUM,150.0
ITAIM,LAVIEEN,Maio,LAVIEEN,330.67
ITAIM,LAVIEEN,Maio,PRÓ-SÉRUM,150.0
ITAIM,LAVIEEN,Março,LAVIEEN,419.12
ITAIM,LAVIEEN,Novembro,LAVIEEN,304.0
ITAIM,LAVIEEN,Novembro,PRÓ-SÉRUM,150.0
ITAIM,LAVIEEN,Outubro,LAVIEEN,330.28
ITAIM,LAVIEEN,Outubro,PRÓ-SÉRUM,150.0
ITAIM,LAVIEEN,Setembro,LAVIEEN,338.56
ITAIM,LAVIEEN,Setembro,PRÓ-SÉRUM,150.0
ITAIM,MEDICINA ESTÉTICA,Agosto,BOTOX LIGHT,530.0
ITAIM,MEDICINA ESTÉTICA,Agosto,BOTOX POWER,823.81
ITAIM,MEDICINA ESTÉTICA,Agosto,PEELING QUÍMICO,190.0
ITAIM,MEDICINA ESTÉTICA,Agosto,PREENCHIMENTO,855.87
ITAIM,MEDICINA ESTÉTICA,Agosto,PRÓ-LIPO,190.27
ITAIM,MEDICINA ESTÉTICA,Agosto,SCULPTRA,1844.44
ITAIM,MEDICINA ESTÉTICA,Fevereiro,BOTOX LIGHT,700.0
ITAIM,MEDICINA ESTÉTICA,Fevereiro,BOTOX POWER,880.0
ITAIM,MEDICINA ESTÉTICA,Fevereiro,DERMAROLLER,590.0
ITAIM,MEDICINA ESTÉTICA,Fevereiro,PEELING QUÍMICO,200.0
ITAIM,MEDICINA ESTÉTICA,Fevereiro,PREENCHIMENTO,915.0
ITAIM,MEDICINA ESTÉTICA,Fevereiro,PRÓ-MESO,200.0
ITAIM,MEDICINA ESTÉTICA,Fevereiro,SCULPTRA,2000.0
ITAIM,MEDICINA ESTÉTICA,Janeiro,BOTOX LIGHT,590.0
ITAIM,MEDICINA ESTÉTICA,Janeiro,BOTOX POWER,902.73
ITAIM,MEDICINA ESTÉTICA,Janeiro,CO2 COLO,563.33
ITAIM,MEDICINA ESTÉTICA,Janeiro,CO2 ROSTO,642.16
ITAIM,MEDICINA ESTÉTICA,Janeiro,PEELING QUÍMICO,249.67
ITAIM,MEDICINA ESTÉTICA,Janeiro,PREENCHIMENTO,949.72
ITAIM,MEDICINA ESTÉTICA,Janeiro,PRÓ-LIPO,247.5
ITAIM,MEDICINA ESTÉTICA,Janeiro,RADIESSE,1500.0
ITAIM,MEDICINA ESTÉTICA,Janeiro,SCULPTRA,1960.0
ITAIM,MEDICINA ESTÉTICA,Julho,BOTOX LIGHT,600.0
ITAIM,MEDICINA ESTÉTICA,Julho,BOTOX POWER,872.82
ITAIM,MEDICINA ESTÉTICA,Julho,PREENCHIMENTO,931.21
ITAIM,MEDICINA ESTÉTICA,Julho,PRÓ-BELLA,190.0
ITAIM,MEDICINA ESTÉTICA,Julho,PRÓ-MESO,200.0
ITAIM,MEDICINA ESTÉTICA,Julho,RADIESSE,1500.0
ITAIM,MEDICINA ESTÉTICA,Julho,SCULPTRA,1800.0
ITAIM,MEDICINA ESTÉTICA,Junho,BOTOX LIGHT,451.0
ITAIM,MEDICINA ESTÉTICA,Junho,BOTOX POWER,846.08
ITAIM,MEDICINA ESTÉTICA,Junho,PEELING QUÍMICO,213.75
ITAIM,MEDICINA ESTÉTICA,Junho,PREENCHIMENTO,994.0
ITAIM,MEDICINA ESTÉTICA,Junho,PRÓ-LIPO,246.17
ITAIM,MEDICINA ESTÉTICA,Junho,SCULPTRA,1800.0
ITAIM,MEDICINA ESTÉTICA,Maio,BOTOX POWER,863.33
ITAIM,MEDICINA ESTÉTICA,Maio,DERMAROLLER,590.0
ITAIM,MEDICINA ESTÉTICA,Maio,PEELING QUÍMICO,290.0
ITAIM,MEDICINA ESTÉTICA,Maio,PREENCHIMENTO,885.0
ITAIM,MEDICINA ESTÉTICA,Maio,PRÓ-LIPO,290.0
ITAIM,MEDICINA ESTÉTICA,Maio,SCULPTRA,1922.5
ITAIM,MEDICINA ESTÉTICA,Março,BOTOX POWER,892.0
ITAIM,MEDICINA ESTÉTICA,Março,PEELING QUÍMICO,273.74
ITAIM,MEDICINA ESTÉTICA,Março,PREENCHIMENTO,890.0
ITAIM,MEDICINA ESTÉTICA,Março,PRÓ-BELLA,275.0
ITAIM,MEDICINA ESTÉTICA,Março,PRÓ-LIPO,240.5
ITAIM,MEDICINA ESTÉTICA,Março,SCULPTRA,1800.0
ITAIM,MEDICINA ESTÉTICA,Março,SECAGEM,180.0
ITAIM,MEDICINA ESTÉTICA,Novembro,BOTOX POWER,778.52
ITAIM,MEDICINA ESTÉTICA,Novembro,DERMAROLLER,496.67
ITAIM,MEDICINA ESTÉTICA,Novembro,PEELING QUÍMICO,233.33
ITAIM,MEDICINA ESTÉTICA,Novembro,PREENCHIMENTO,791.38
ITAIM,MEDICINA ESTÉTICA,Novembro,PRÓ-LIPO,180.0
ITAIM,MEDICINA ESTÉTICA,Novembro,RADIESSE,1433.33
ITAIM,MEDICINA ESTÉTICA,Novembro,SCULPTRA,1726.92
ITAIM,MEDICINA ESTÉTICA,Outubro,BOTOX LIGHT,500.0
ITAIM,MEDICINA ESTÉTICA,Outubro,BOTOX POWER,839.0
ITAIM,MEDICINA ESTÉTICA,Outubro,GLÚTEO MAX,360.0
ITAIM,MEDICINA ESTÉTICA,Outubro,PEELING QUÍMICO,248.89
ITAIM,MEDICINA ESTÉTICA,Outubro,PREENCHIMENTO,812.86
ITAIM,MEDICINA ESTÉTICA,Outubro,PRÓ-LIPO,122.55
ITAIM,MEDICINA ESTÉTICA,Outubro,PRÓ-MESO,180.0
ITAIM,MEDICINA ESTÉTICA,Outubro,RADIESSE,1500.0
ITAIM,MEDICINA ESTÉTICA,Outubro,SCULPTRA,1800.0
ITAIM,MEDICINA ESTÉTICA,Outubro,SECAGEM,170.0
ITAIM,MEDICINA ESTÉTICA,Setembro,BOTOX LIGHT,510.0
ITAIM,MEDICINA ESTÉTICA,Setembro,BOTOX POWER,850.91
ITAIM,MEDICINA ESTÉTICA,Setembro,DERMAROLLER,492.5
ITAIM,MEDICINA ESTÉTICA,Setembro,ENZIMA MELASMA,250.0
ITAIM,MEDICINA ESTÉTICA,Setembro,PEELING QUÍMICO,242.5
ITAIM,MEDICINA ESTÉTICA,Setembro,PREENCHIMENTO,825.71
ITAIM,MEDICINA ESTÉTICA,Setembro,PRÓ-LIPO,231.67
ITAIM,MEDICINA ESTÉTICA,Setembro,RADIESSE,1600.0
ITAIM,MEDICINA ESTÉTICA,Setembro,SCULPTRA,1800.0
ITAIM,ULTRAFORMER_III,Agosto,ULTRAFORMER FULLFACE,1668.46
ITAIM,ULTRAFORMER_III,Agosto,ULTRAFORMER INTERNO COXA,1700.0
ITAIM,ULTRAFORMER_III,Agosto,ULTRAFORMER MAÇA DO ROSTO,1120.0
ITAIM,ULTRAFORMER_III,Agosto,ULTRAFORMER OLHOS,796.67
ITAIM,ULTRAFORMER_III,Agosto,ULTRAFORMER PAPADA,683.75
ITAIM,ULTRAFORMER_III,Fevereiro,ULTRAFORMER FULLFACE,1840.0
ITAIM,ULTRAFORMER_III,Fevereiro,ULTRAFORMER FULLFACE + PESCOÇO,2390.0
ITAIM,ULTRAFORMER_III,Fevereiro,ULTRAFORMER MAÇA DO ROSTO,1000.0
ITAIM,ULTRAFORMER_III,Fevereiro,ULTRAFORMER PAPADA,676.67
ITAIM,ULTRAFORMER_III,Janeiro,ULTRAFORMER FULLFACE,1970.0
ITAIM,ULTRAFORMER_III,Janeiro,ULTRAFORMER FULLFACE + PESCOÇO,2200.0
ITAIM,ULTRAFORMER_III,Janeiro,ULTRAFORMER MAÇA DO ROSTO,1100.0
ITAIM,ULTRAFORMER_III,Janeiro,ULTRAFORMER PAPADA,960.0
ITAIM,ULTRAFORMER_III,Janeiro,ULTRAFORMER PESCOÇO,1300.0
ITAIM,ULTRAFORMER_III,Julho,ULTRAFORMER FULLFACE,1975.0
ITAIM,ULTRAFORMER_III,Julho,ULTRAFORMER FULLFACE + PESCOÇO,3000.0
ITAIM,ULTRAFORMER_III,Julho,ULTRAFORMER FULLFACE + PESCOÇO + PAPADA,2900.0
ITAIM,ULTRAFORMER_III,Julho,ULTRAFORMER PAPADA,691.0
ITAIM,ULTRAFORMER_III,Julho,ULTRAFORMER PESCOÇO,1200.0
ITAIM,ULTRAFORMER_III,Junho,ULTRAFORMER BRAÇO,1500.0
ITAIM,ULTRAFORMER_III,Junho,ULTRAFORMER FULLFACE,1771.67
ITAIM,ULTRAFORMER_III,Junho,ULTRAFORMER MAÇA DO ROSTO,900.0
ITAIM,ULTRAFORMER_III,Junho,ULTRAFORMER OLHOS,743.33
ITAIM,ULTRAFORMER_III,Junho,ULTRAFORMER PAPADA,732.86
ITAIM,ULTRAFORMER_III,Maio,ULTRAFORMER FULLFACE,1962.5
ITAIM,ULTRAFORMER_III,Maio,ULTRAFORMER PAPADA,793.0
ITAIM,ULTRAFORMER_III,Maio,ULTRAFORMER PESCOÇO,1190.0
ITAIM,ULTRAFORMER_III,Março,ULTRAFORMER FULLFACE,1596.67
ITAIM,ULTRAFORMER_III,Março,ULTRAFORMER FULLFACE + PESCOÇO,2390.0
ITAIM,ULTRAFORMER_III,Março,ULTRAFORMER MAÇA DO ROSTO,700.0
ITAIM,ULTRAFORMER_III,Março,ULTRAFORMER OLHOS,990.0
ITAIM,ULTRAFORMER_III,Março,ULTRAFORMER PAPADA,400.0
ITAIM,ULTRAFORMER_III,Novembro,ULTRAFORMER FULLFACE,1587.92
ITAIM,ULTRAFORMER_III,Novembro,ULTRAFORMER MAÇA DO ROSTO,1200.0
ITAIM,ULTRAFORMER_III,Novembro,ULTRAFORMER OLHOS,537.5
ITAIM,ULTRAFORMER_III,Novembro,ULTRAFORMER PAPADA,628.75
ITAIM,ULTRAFORMER_III,Novembro,ULTRAFORMER PESCOÇO,800.0
ITAIM,ULTRAFORMER_III,Outubro,ULTRAFORMER FULLFACE,1664.29
ITAIM,ULTRAFORMER_III,Outubro,ULTRAFORMER MAÇA DO ROSTO,1000.0
ITAIM,ULTRAFORMER_III,Outubro,ULTRAFORMER OLHOS,660.0
ITAIM,ULTRAFORMER_III,Outubro,ULTRAFORMER PAPADA,700.0
ITAIM,ULTRAFORMER_III,Setembro,ULTRAFORMER FULLFACE,1812.36
ITAIM,ULTRAFORMER_III,Setembro,ULTRAFORMER MAÇA DO ROSTO,955.0
ITAIM,ULTRAFORMER_III,Setembro,ULTRAFORMER PAPADA,646.67
ITAIM,ULTRAFORMER_III,Setembro,ULTRAFORMER PESCOÇO,975.0
JARDINS,ESTÉTICA,Agosto,CARBOXITERAPIA,105.98
JARDINS,ESTÉTICA,Agosto,CRIOLIPÓLISE,391.79
JARDINS,ESTÉTICA,Agosto,DRENAGEM,103.43
JARDINS,ESTÉTICA,Agosto,DRENAGEM 30 MIN,59.0
JARDINS,ESTÉTICA,Agosto,HECCUS,106.11
JARDINS,ESTÉTICA,Agosto,LIMPEZA DE PELE,90.0
JARDINS,ESTÉTICA,Agosto,PRÓ- SHAPE,150.0
JARDINS,ESTÉTICA,Agosto,PRÓ-SHAPE,130.0
JARDINS,ESTÉTICA,Agosto,RADIOFREQUÊNCIA,99.0
JARDINS,ESTÉTICA,Fevereiro,CARBOXITERAPIA,105.0
JARDINS,ESTÉTICA,Fevereiro,CRIOLIPÓLISE,385.06
JARDINS,ESTÉTICA,Fevereiro,DRENAGEM,90.23
JARDINS,ESTÉTICA,Fevereiro,DRENAGEM 30 MIN,55.83
JARDINS,ESTÉTICA,Fevereiro,HECCUS,112.46
JARDINS,ESTÉTICA,Fevereiro,HIDRATAÇÃO,79.67
JARDINS,ESTÉTICA,Fevereiro,LIMPEZA DE PELE,56.57
JARDINS,ESTÉTICA,Fevereiro,PEELING DE DIAMANTE,162.0
JARDINS,ESTÉTICA,Fevereiro,PRÓ-SHAPE,130.0
JARDINS,ESTÉTICA,Fevereiro,RADIOFREQUÊNCIA,99.0
JARDINS,ESTÉTICA,Janeiro,CARBOXITERAPIA,104.91
JARDINS,ESTÉTICA,Janeiro,CRIOLIPÓLISE,407.15
JARDINS,ESTÉTICA,Janeiro,DRENAGEM,85.45
JARDINS,ESTÉTICA,Janeiro,DRENAGEM 30 MIN,59.0
JARDINS,ESTÉTICA,Janeiro,HECCUS,97.48
JARDINS,ESTÉTICA,Janeiro,HIDRATAÇÃO,108.32
JARDINS,ESTÉTICA,Janeiro,LIMPEZA DE PELE,89.64
JARDINS,ESTÉTICA,Janeiro,PEELING DE DIAMANTE,162.0
JARDINS,ESTÉTICA,Janeiro,PRÓ- SHAPE,143.68
JARDINS,ESTÉTICA,Janeiro,PRÓ-SHAPE,130.0
JARDINS,ESTÉTICA,Janeiro,RADIOFREQUÊNCIA,101.89
JARDINS,ESTÉTICA,Julho,CARBOXITERAPIA,102.25
JARDINS,ESTÉTICA,Julho,CRIOLIPÓLISE,373.5
JARDINS,ESTÉTICA,Julho,DRENAGEM,106.2
JARDINS,ESTÉTICA,Julho,DRENAGEM 30 MIN,59.0
JARDINS,ESTÉTICA,Julho,HECCUS,105.6
JARDINS,ESTÉTICA,Julho,HIDRATAÇÃO,100.0
JARDINS,ESTÉTICA,Julho,LIMPEZA DE PELE,74.81
JARDINS,ESTÉTICA,Julho,PEELING DE DIAMANTE,131.0
JARDINS,ESTÉTICA,Julho,PRÓ- SHAPE,150.0
JARDINS,ESTÉTICA,Julho,RADIOFREQUÊNCIA,85.0
JARDINS,ESTÉTICA,Junho,CARBOXITERAPIA,95.58
JARDINS,ESTÉTICA,Junho,CRIOLIPÓLISE,384.0
JARDINS,ESTÉTICA,Junho,DRENAGEM,88.8
JARDINS,ESTÉTICA,Junho,DRENAGEM 30 MIN,59.0
JARDINS,ESTÉTICA,Junho,HECCUS,113.33
JARDINS,ESTÉTICA,Junho,LIMPEZA DE PELE,76.18
JARDINS,ESTÉTICA,Junho,PRÓ- SHAPE,83.0
JARDINS,ESTÉTICA,Junho,PRÓ-SHAPE,99.0
JARDINS,ESTÉTICA,Junho,RADIOFREQUÊNCIA,99.5
JARDINS,ESTÉTICA,Maio,CARBOXITERAPIA,93.63
JARDINS,ESTÉTICA,Maio,CRIOLIPÓLISE,380.25
JARDINS,ESTÉTICA,Maio,DRENAGEM,92.5
JARDINS,ESTÉTICA,Maio,DRENAGEM 30 MIN,59.0
JARDINS,ESTÉTICA,Maio,HECCUS,103.51
JARDINS,ESTÉTICA,Maio,LIMPEZA DE PELE,81.26
JARDINS,ESTÉTICA,Maio,PEELING DE DIAMANTE,115.0
JARDINS,ESTÉTICA,Maio,RADIOFREQUÊNCIA,105.5
JARDINS,ESTÉTICA,Março,CARBOXITERAPIA,133.4
JARDINS,ESTÉTICA,Março,CRIOLIPÓLISE,396.67
JARDINS,ESTÉTICA,Março,DRENAGEM,95.27
JARDINS,ESTÉTICA,Março,DRENAGEM 30 MIN,59.0
JARDINS,ESTÉTICA,Março,HECCUS,107.6
JARDINS,ESTÉTICA,Março,HIDRATAÇÃO,29.33
JARDINS,ESTÉTICA,Março,LIMPEZA DE PELE,87.81
JARDINS,ESTÉTICA,Março,PEELING DE DIAMANTE,145.0
JARDINS,ESTÉTICA,Março,RADIOFREQUÊNCIA,99.0
JARDINS,ESTÉTICA,Novembro,CARBOXITERAPIA,111.0
JARDINS,ESTÉTICA,Novembro,CRIOLIPÓLISE,430.2
JARDINS,ESTÉTICA,Novembro,DRENAGEM,113.47
JARDINS,ESTÉTICA,Novembro,DRENAGEM 30 MIN,59.0
JARDINS,ESTÉTICA,Novembro,HECCUS,117.43
JARDINS,ESTÉTICA,Novembro,LIMPEZA DE PELE,51.61
JARDINS,ESTÉTICA,Novembro,PEELING DE DIAMANTE,100.0
JARDINS,ESTÉTICA,Novembro,PRÓ- SHAPE,141.25
JARDINS,ESTÉTICA,Novembro,PRÓ-SHAPE,130.0
JARDINS,ESTÉTICA,Novembro,RADIOFREQUÊNCIA,116.29
JARDINS,ESTÉTICA,Outubro,CARBOXITERAPIA,111.4
JARDINS,ESTÉTICA,Outubro,CRIOLIPÓLISE,477.5
JARDINS,ESTÉTICA,Outubro,DRENAGEM,110.07
JARDINS,ESTÉTICA,Outubro,DRENAGEM 30 MIN,59.0
JARDINS,ESTÉTICA,Outubro,HECCUS,125.72
JARDINS,ESTÉTICA,Outubro,LIMPEZA DE PELE,88.81
JARDINS,ESTÉTICA,Outubro,PEELING DE DIAMANTE,162.0
JARDINS,ESTÉTICA,Outubro,PRÓ- SHAPE,140.0
JARDINS,ESTÉTICA,Outubro,RADIOFREQUÊNCIA,106.93
JARDINS,ESTÉTICA,Setembro,CARBOXITERAPIA,89.95
JARDINS,ESTÉTICA,Setembro,CRIOLIPÓLISE,379.63
JARDINS,ESTÉTICA,Setembro,DRENAGEM,118.75
JARDINS,ESTÉTICA,Setembro,DRENAGEM 30 MIN,59.0
JARDINS,ESTÉTICA,Setembro,HECCUS,102.39
JARDINS,ESTÉTICA,Setembro,HIDRATAÇÃO,124.8
JARDINS,ESTÉTICA,Setembro,LIMPEZA DE PELE,90.53
JARDINS,ESTÉTICA,Setembro,PRÓ- SHAPE,99.0
JARDINS,ESTÉTICA,Setembro,PRÓ-SHAPE,122.0
JARDINS,ESTÉTICA,Setembro,RADIOFREQUÊNCIA,127.67
JARDINS,LAVIEEN,Agosto,LAVIEEN,329.86
JARDINS,LAVIEEN,Agosto,PRÓ-SÉRUM,150.0
JARDINS,LAVIEEN,Fevereiro,LAVIEEN,412.14
JARDINS,LAVIEEN,Janeiro,LAVIEEN,514.08
JARDINS,LAVIEEN,Julho,LAVIEEN,373.11
JARDINS,LAVIEEN,Julho,PRÓ-SÉRUM,150.0
JARDINS,LAVIEEN,Junho,LAVIEEN,401.09
JARDINS,LAVIEEN,Junho,PRÓ-SÉRUM,150.0
JARDINS,LAVIEEN,Maio,LAVIEEN,356.91
JARDINS,LAVIEEN,Maio,PRÓ-SÉRUM,150.0
