Unidade,Grupo,Mês venda,Procedimentos Padronizados,Valor liquido item,Margem de Contribuição (R$),Margem de Contribuição (%)
ITAIM,ULTRAFORMER_III,Agosto,ULTRAFORMER OLHOS,2390.0,956.55,40.02284518828452
ITAIM,ULTRAFORMER_III,Agosto,ULTRAFORMER PAPADA,7470.0,2485.02,33.266639892904955
ITAIM,ULTRAFORMER_III,Fevereiro,ULTRAFORMER FULLFACE,12880.0,3936.21,30.560652173913045
ITAIM,ULTRAFORMER_III,Fevereiro,ULTRAFORMER FULLFACE + PESCOÇO,2390.0,666.83,27.90066945606695
ITAIM,ULTRAFORMER_III,Fevereiro,ULTRAFORMER MAÇA DO ROSTO,1000.0,284.78,28.478
ITAIM,ULTRAFORMER_III,Fevereiro,ULTRAFORMER PAPADA,2680.0,877.99,32.76089552238806
ITAIM,ULTRAFORMER_III,Julho,ULTRAFORMER FULLFACE,3950.0,1315.09,33.29341772151899
ITAIM,ULTRAFORMER_III,Julho,ULTRAFORMER FULLFACE + PESCOÇO,3000.0,1097.12,36.57066666666667
ITAIM,ULTRAFORMER_III,Julho,ULTRAFORMER FULLFACE + PESCOÇO + PAPADA,2900.0,787.54,27.15655172413794
ITAIM,ULTRAFORMER_III,Julho,ULTRAFORMER PAPADA,4146.0,1405.87,33.90903039073806
ITAIM,ULTRAFORMER_III,Julho,ULTRAFORMER PESCOÇO,1200.0,383.36,31.94666666666667
ITAIM,ULTRAFORMER_III,Junho,ULTRAFORMER BRAÇO,1500.0,39.98,2.6653333333333347
ITAIM,ULTRAFORMER_III,Junho,ULTRAFORMER FULLFACE,10630.0,3084.68,29.018645343367833
ITAIM,ULTRAFORMER_III,Junho,ULTRAFORMER MAÇA DO ROSTO,900.0,214.24,23.804444444444446
ITAIM,ULTRAFORMER_III,Junho,ULTRAFORMER OLHOS,2230.0,843.68,37.8332735426009
ITAIM,ULTRAFORMER_III,Junho,ULTRAFORMER PAPADA,7200.0,2547.68,35.38444444444445
ITAIM,ULTRAFORMER_III,Maio,ULTRAFORMER FULLFACE,7850.0,2594.91,33.05617834394906
ITAIM,ULTRAFORMER_III,Maio,ULTRAFORMER PAPADA,3172.0,1225.05,38.620706179066836
ITAIM,ULTRAFORMER_III,Maio,ULTRAFORMER PESCOÇO,1190.0,376.31,31.622352941176473
ITAIM,ULTRAFORMER_III,Março,ULTRAFORMER FULLFACE,4790.0,1172.01,24.46776617954071
ITAIM,ULTRAFORMER_III,Março,ULTRAFORMER FULLFACE + PESCOÇO,2390.0,666.83,27.90066945606695
ITAIM,ULTRAFORMER_III,Março,ULTRAFORMER MAÇA DO ROSTO,700.0,73.16,10.451428571428576
ITAIM,ULTRAFORMER_III,Março,ULTRAFORMER OLHOS,990.0,455.23,45.982424242424244
ITAIM,ULTRAFORMER_III,Março,ULTRAFORMER PAPADA,400.0,29.04,7.260000000000002
ITAIM,ULTRAFORMER_III,Novembro,ULTRAFORMER FULLFACE,11690.0,3096.79,26.490898203592817
ITAIM,ULTRAFORMER_III,Novembro,ULTRAFORMER MAÇA DO ROSTO,1200.0,425.86,35.48833333333333
ITAIM,ULTRAFORMER_III,Novembro,ULTRAFORMER OLHOS,600.0,180.12,30.020000000000003
ITAIM,ULTRAFORMER_III,Novembro,ULTRAFORMER PAPADA,1800.0,510.36,28.353333333333335
ITAIM,ULTRAFORMER_III,Outubro,ULTRAFORMER FULLFACE,11650.0,3068.57,26.339656652360517
ITAIM,ULTRAFORMER_III,Outubro,ULTRAFORMER MAÇA DO ROSTO,1000.0,284.78,28.478
ITAIM,ULTRAFORMER_III,Outubro,ULTRAFORMER OLHOS,3180.0,1027.57,32.31358490566038
ITAIM,ULTRAFORMER_III,Outubro,ULTRAFORMER PAPADA,1400.0,481.32,34.38
ITAIM,ULTRAFORMER_III,Setembro,ULTRAFORMER FULLFACE,19936.0,5971.03,29.951015248796146
ITAIM,ULTRAFORMER_III,Setembro,ULTRAFORMER MAÇA DO ROSTO,1910.0,506.07,26.496020942408382
ITAIM,ULTRAFORMER_III,Setembro,ULTRAFORMER PAPADA,1940.0,609.12,31.397731958762886
ITAIM,ULTRAFORMER_III,Setembro,ULTRAFORMER PESCOÇO,3900.0,898.58,23.040512820512824
JARDINS,ESTÉTICA,Abril,CARBOXITERAPIA,3960.0,1828.58,46.17636363636363
JARDINS,ESTÉTICA,Abril,CRIOLIPÓLISE,17302.0,7355.84,42.514396023581085
JARDINS,ESTÉTICA,Abril,DRENAGEM,12581.0,5058.52,40.20759399093872
JARDINS,ESTÉTICA,Abril,DRENAGEM 30 MIN,980.0,397.87,40.59918367346938
JARDINS,ESTÉTICA,Abril,HECCUS,13139.0,6309.05,48.01773803181369
JARDINS,ESTÉTICA,Abril,LIMPEZA DE PELE,15420.0,2531.87,16.419377431906618
JARDINS,ESTÉTICA,Abril,PEELING DE DIAMANTE,1860.0,854.1,45.91956989247312
JARDINS,ESTÉTICA,Abril,PRÓ- SHAPE,860.0,328.74,38.22604651162791
JARDINS,ESTÉTICA,Abril,PRÓ-SHAPE,1928.0,764.51,39.65307053941909
JARDINS,ESTÉTICA,Abril,RADIOFREQUÊNCIA,2337.0,1046.87,44.79545571245186
JARDINS,ESTÉTICA,Agosto,CARBOXITERAPIA,3542.0,1630.21,46.025036702428004
JARDINS,ESTÉTICA,Agosto,CRIOLIPÓLISE,15636.0,6902.83,44.14706062931696
JARDINS,ESTÉTICA,Agosto,DRENAGEM,8417.0,3335.45,39.62756088867768
JARDINS,ESTÉTICA,Agosto,DRENAGEM 30 MIN,2419.0,998.7,41.28576271186441
JARDINS,ESTÉTICA,Agosto,HECCUS,7461.0,3686.19,49.406103739445115
JARDINS,ESTÉTICA,Agosto,LIMPEZA DE PELE,7740.0,2042.16,26.384444444444448
JARDINS,ESTÉTICA,Agosto,PRÓ- SHAPE,1500.0,661.1,44.07333333333334
JARDINS,ESTÉTICA,Agosto,PRÓ-SHAPE,1300.0,520.02,40.00153846153846
JARDINS,ESTÉTICA,Agosto,RADIOFREQUÊNCIA,1386.0,576.58,41.60060606060606
JARDINS,ESTÉTICA,Fevereiro,CARBOXITERAPIA,3525.0,1666.46,47.27531914893617
JARDINS,ESTÉTICA,Fevereiro,CRIOLIPÓLISE,8680.5,3647.14,42.01537584240539
JARDINS,ESTÉTICA,Fevereiro,DRENAGEM,13934.2,4914.48,35.26922736863256
JARDINS,ESTÉTICA,Fevereiro,DRENAGEM 30 MIN,2694.98,1107.08,41.079298992942434
JARDINS,ESTÉTICA,Fevereiro,HECCUS,6652.02,3396.33,51.05719628022766
JARDINS,ESTÉTICA,Fevereiro,HIDRATAÇÃO,239.0,99.11,41.46887029288703
JARDINS,ESTÉTICA,Fevereiro,LIMPEZA DE PELE,16663.0,-48.7,-0.2922630978815321
JARDINS,ESTÉTICA,Fevereiro,PEELING DE DIAMANTE,162.0,81.56,50.34864197530864
JARDINS,ESTÉTICA,Fevereiro,PRÓ-SHAPE,3900.0,1560.06,40.00153846153846
JARDINS,ESTÉTICA,Fevereiro,RADIOFREQUÊNCIA,2970.0,1235.54,41.60060606060606
JARDINS,ESTÉTICA,Julho,CARBOXITERAPIA,5705.0,2697.71,47.286713409290094
JARDINS,ESTÉTICA,Julho,CRIOLIPÓLISE,12280.0,5051.36,41.13486970684039
JARDINS,ESTÉTICA,Julho,DRENAGEM,10752.0,4491.09,41.769817708333335
JARDINS,ESTÉTICA,Julho,DRENAGEM 30 MIN,236.0,97.43,41.28576271186441
JARDINS,ESTÉTICA,Julho,HECCUS,3012.0,1455.06,48.308924302788846
JARDINS,ESTÉTICA,Julho,HIDRATAÇÃO,100.0,47.38,47.38000000000001
JARDINS,ESTÉTICA,Julho,LIMPEZA DE PELE,8750.0,1284.23,14.676914285714288
JARDINS,ESTÉTICA,Julho,PEELING DE DIAMANTE,262.0,119.39,45.570534351145035
JARDINS,ESTÉTICA,Julho,PRÓ- SHAPE,1350.0,594.99,44.07333333333334
JARDINS,ESTÉTICA,Julho,RADIOFREQUÊNCIA,2410.0,840.51,34.87609958506225
JARDINS,ESTÉTICA,Junho,CARBOXITERAPIA,2195.0,993.59,45.266195899772214
JARDINS,ESTÉTICA,Junho,CRIOLIPÓLISE,9960.0,4343.36,43.608072289156624
JARDINS,ESTÉTICA,Junho,DRENAGEM,11586.0,4009.72,34.60835836354221
JARDINS,ESTÉTICA,Junho,DRENAGEM 30 MIN,1357.0,560.25,41.28576271186441
JARDINS,ESTÉTICA,Junho,HECCUS,5467.0,2711.62,49.59981342601061
JARDINS,ESTÉTICA,Junho,LIMPEZA DE PELE,13150.0,2003.59,15.23642585551331
JARDINS,ESTÉTICA,Junho,PRÓ- SHAPE,5490.0,1093.65,19.920692167577418
JARDINS,ESTÉTICA,Junho,PRÓ-SHAPE,1485.0,452.02,30.4389898989899
JARDINS,ESTÉTICA,Junho,RADIOFREQUÊNCIA,1090.0,453.74,41.627155963302755
JARDINS,ESTÉTICA,Maio,CARBOXITERAPIA,2611.0,1166.44,44.674048257372654
JARDINS,ESTÉTICA,Maio,CRIOLIPÓLISE,9828.0,4250.25,43.24634920634921
JARDINS,ESTÉTICA,Maio,DRENAGEM,9400.0,3306.11,35.1713829787234
JARDINS,ESTÉTICA,Maio,DRENAGEM 30 MIN,1888.0,779.48,41.28576271186441
JARDINS,ESTÉTICA,Maio,HECCUS,9622.0,4713.76,48.98938682186656
JARDINS,ESTÉTICA,Maio,LIMPEZA DE PELE,11220.0,1953.59,17.411657754010697
JARDINS,ESTÉTICA,Maio,PEELING DE DIAMANTE,230.0,96.82,42.09652173913044
JARDINS,ESTÉTICA,Maio,RADIOFREQUÊNCIA,2308.0,997.76,43.230641247833624
JARDINS,ESTÉTICA,Março,CARBOXITERAPIA,3120.0,1597.85,51.21307692307692
JARDINS,ESTÉTICA,Março,CRIOLIPÓLISE,8310.0,3695.3,44.46815884476534
JARDINS,ESTÉTICA,Março,DRENAGEM,14995.0,5518.22,36.80042014004668
JARDINS,ESTÉTICA,Março,DRENAGEM 30 MIN,885.0,365.38,41.28576271186441
JARDINS,ESTÉTICA,Março,HECCUS,7924.0,3926.39,49.55060070671378
JARDINS,ESTÉTICA,Março,HIDRATAÇÃO,88.0,-7.4,-8.414545454545449
JARDINS,ESTÉTICA,Março,LIMPEZA DE PELE,12939.87,3444.96,26.622866365736293
JARDINS,ESTÉTICA,Março,PEELING DE DIAMANTE,145.0,69.57,47.98137931034482
JARDINS,ESTÉTICA,Março,RADIOFREQUÊNCIA,495.0,205.92,41.60060606060606
JARDINS,ESTÉTICA,Novembro,CARBOXITERAPIA,1558.0,761.33,48.86605905006418
JARDINS,ESTÉTICA,Novembro,CRIOLIPÓLISE,10130.0,4772.79,47.11541954590326
JARDINS,ESTÉTICA,Novembro,DRENAGEM,5029.0,2217.6,44.09617418969974
JARDINS,ESTÉTICA,Novembro,DRENAGEM 30 MIN,1062.0,438.45,41.28576271186441
JARDINS,ESTÉTICA,Novembro,HECCUS,3542.0,1828.93,51.635426312817614
JARDINS,ESTÉTICA,Novembro,LIMPEZA DE PELE,10840.0,-619.38,-5.713874538745385
JARDINS,ESTÉTICA,Novembro,PRÓ- SHAPE,5025.0,2036.04,40.518109452736326
JARDINS,ESTÉTICA,Novembro,RADIOFREQUÊNCIA,1894.0,848.98,44.82458289334741
JARDINS,ESTÉTICA,Outubro,CARBOXITERAPIA,5031.0,2439.35,48.486332737030416
JARDINS,ESTÉTICA,Outubro,CRIOLIPÓLISE,8750.0,4108.85,46.95828571428572
JARDINS,ESTÉTICA,Outubro,DRENAGEM,10541.0,4515.71,42.83949720140404
JARDINS,ESTÉTICA,Outubro,DRENAGEM 30 MIN,59.0,24.36,41.2857627118644
JARDINS,ESTÉTICA,Outubro,HECCUS,2605.0,1383.97,53.127332053742805
JARDINS,ESTÉTICA,Outubro,LIMPEZA DE PELE,9320.0,2282.41,24.48935622317597
JARDINS,ESTÉTICA,Outubro,PEELING DE DIAMANTE,162.0,81.56,50.34864197530864
JARDINS,ESTÉTICA,Outubro,PRÓ- SHAPE,1630.0,713.1,43.74858895705521
JARDINS,ESTÉTICA,Outubro,RADIOFREQUÊNCIA,8098.0,3592.23,44.35946159545567
JARDINS,ESTÉTICA,Setembro,CARBOXITERAPIA,3598.0,1573.23,43.72510283490828
JARDINS,ESTÉTICA,Setembro,CRIOLIPÓLISE,8030.0,3394.62,42.27424657534246
JARDINS,ESTÉTICA,Setembro,DRENAGEM,8521.0,3726.82,43.736925243516026
JARDINS,ESTÉTICA,Setembro,DRENAGEM 30 MIN,590.0,243.59,41.28576271186441
JARDINS,ESTÉTICA,Setembro,HECCUS,4345.0,2114.56,48.666582278481016
JARDINS,ESTÉTICA,Setembro,HIDRATAÇÃO,249.6,129.75,51.98230769230769
JARDINS,ESTÉTICA,Setembro,LIMPEZA DE PELE,7506.0,1996.31,26.596221689315218
JARDINS,ESTÉTICA,Setembro,PRÓ- SHAPE,990.0,301.35,30.4389898989899
JARDINS,ESTÉTICA,Setembro,PRÓ-SHAPE,244.0,92.72,37.99901639344262
JARDINS,ESTÉTICA,Setembro,RADIOFREQUÊNCIA,2552.0,1198.53,46.96437304075235
JARDINS,LAVIEEN,Abril,LAVIEEN,43616.0,19930.73,45.69590608950843
JARDINS,LAVIEEN,Abril,PRÓ-SÉRUM,8100.0,2082.78,25.71333333333334
JARDINS,LAVIEEN,Agosto,LAVIEEN,19924.0,8055.89,40.43309375627384
JARDINS,LAVIEEN,Agosto,PRÓ-SÉRUM,6000.0,1542.8,25.71333333333334
JARDINS,LAVIEEN,Fevereiro,LAVIEEN,53962.0,25584.04,47.41122419480376
JARDINS,LAVIEEN,Julho,LAVIEEN,24299.0,10368.01,42.66848265360715
JARDINS,LAVIEEN,Julho,PRÓ-SÉRUM,8700.0,2237.06,25.71333333333334
JARDINS,LAVIEEN,Junho,LAVIEEN,18442.0,8655.24,46.93220258106496
JARDINS,LAVIEEN,Junho,PRÓ-SÉRUM,8700.0,2237.06,25.71333333333334
JARDINS,LAVIEEN,Maio,LAVIEEN,24741.0,10583.05,42.7753583121135
JARDINS,LAVIEEN,Maio,PRÓ-SÉRUM,11550.0,2969.89,25.71333333333334
JARDINS,LAVIEEN,Março,LAVIEEN,34053.0,16087.49,47.24249317240773
JARDINS,LAVIEEN,Novembro,LAVIEEN,6687.0,2878.76,43.050094212651416
JARDINS,LAVIEEN,Novembro,PRÓ-SÉRUM,1500.0,385.7,25.71333333333334
JARDINS,LAVIEEN,Outubro,LAVIEEN,13288.0,5793.61,43.60027995183625
JARDINS,LAVIEEN,Outubro,PRÓ-SÉRUM,6750.0,1735.65,25.71333333333334
JARDINS,LAVIEEN,Setembro,LAVIEEN,16896.0,7080.94,41.90896306818182
JARDINS,LAVIEEN,Setembro,PRÓ-SÉRUM,6000.0,1542.8,25.71333333333334
JARDINS,MEDICINA ESTÉTICA,Abril,BOTOX LIGHT,6401.0,2728.21,42.62154975785034
JARDINS,MEDICINA ESTÉTICA,Abril,BOTOX POWER,96194.0,32763.77,34.06009480840802
JARDINS,MEDICINA ESTÉTICA,Abril,CO2 ROSTO,2520.0,1029.89,40.86857142857143
JARDINS,MEDICINA ESTÉTICA,Abril,DERMAROLLER,3902.0,1828.63,46.86393644284982
JARDINS,MEDICINA ESTÉTICA,Abril,PEELING QUÍMICO,6178.0,3511.78,56.84333441243121
JARDINS,MEDICINA ESTÉTICA,Abril,PREENCHIMENTO,91206.0,31578.71,34.6235032782931
JARDINS,MEDICINA ESTÉTICA,Abril,PRÓ-BELLA,1200.0,443.88,36.99
JARDINS,MEDICINA ESTÉTICA,Abril,PRÓ-LIPO,20100.0,10235.09,50.920845771144286
JARDINS,MEDICINA ESTÉTICA,Abril,PRÓ-MESO,2300.0,1164.22,50.618260869565226
JARDINS,MEDICINA ESTÉTICA,Abril,RADIESSE,29200.0,6716.44,23.001506849315074
JARDINS,MEDICINA ESTÉTICA,Abril,SCULPTRA,183086.0,27799.22,15.18369749735097
JARDINS,MEDICINA ESTÉTICA,Abril,SECAGEM,1140.0,669.16,58.697894736842116
JARDINS,MEDICINA ESTÉTICA,Agosto,BOTOX LIGHT,10945.85,4634.46,42.33990590040973
JARDINS,MEDICINA ESTÉTICA,Agosto,BOTOX POWER,77250.14,26480.63,34.279068951849155
JARDINS,MEDICINA ESTÉTICA,Agosto,CO2 OLHEIRAS,1365.0,395.15,28.948791208791206
JARDINS,MEDICINA ESTÉTICA,Agosto,CO2 ROSTO,14050.0,5673.79,40.382846975088974
JARDINS,MEDICINA ESTÉTICA,Agosto,DERMAROLLER,590.0,300.71,50.967118644067796
JARDINS,MEDICINA ESTÉTICA,Agosto,PEELING QUÍMICO,1319.0,711.04,53.90770280515543
JARDINS,MEDICINA ESTÉTICA,Agosto,PREENCHIMENTO,95225.0,37391.72,39.26669992123917
JARDINS,MEDICINA ESTÉTICA,Agosto,PRÓ-BELLA,290.0,137.47,47.402068965517245
JARDINS,MEDICINA ESTÉTICA,Agosto,PRÓ-LIPO,15100.0,7538.29,49.92245033112583
JARDINS,MEDICINA ESTÉTICA,Agosto,PRÓ-MESO,958.0,446.67,46.625594989561584
JARDINS,MEDICINA ESTÉTICA,Agosto,RADIESSE,22120.0,4035.75,18.244792043399645
JARDINS,MEDICINA ESTÉTICA,Agosto,SCULPTRA,145400.0,18796.58,12.927496561210452
JARDINS,MEDICINA ESTÉTICA,Agosto,SECAGEM,1395.0,804.03,57.636774193548405
JARDINS,MEDICINA ESTÉTICA,Fevereiro,BOTOX LIGHT,6463.0,2609.48,40.3756800247563
JARDINS,MEDICINA ESTÉTICA,Fevereiro,BOTOX POWER,77305.0,26827.15,34.70299075092168
JARDINS,MEDICINA ESTÉTICA,Fevereiro,CO2 CICATRIZ,1800.0,512.76,28.486666666666665
JARDINS,MEDICINA ESTÉTICA,Fevereiro,CO2 PESCOÇO,450.0,103.19,22.93111111111111
JARDINS,MEDICINA ESTÉTICA,Fevereiro,CO2 ROSTO,12810.0,4300.61,33.57231850117096
JARDINS,MEDICINA ESTÉTICA,Fevereiro,DERMAROLLER,590.0,300.71,50.967118644067796
JARDINS,MEDICINA ESTÉTICA,Fevereiro,PEELING QUÍMICO,7494.0,4408.75,58.83036562583401
JARDINS,MEDICINA ESTÉTICA,Fevereiro,PREENCHIMENTO,57289.2,21352.6,37.27160037144873
JARDINS,MEDICINA ESTÉTICA,Fevereiro,PRÓ-BELLA,1000.0,437.0,43.7
JARDINS,MEDICINA ESTÉTICA,Fevereiro,PRÓ-LIPO,15655.0,8261.87,52.774621526668795
JARDINS,MEDICINA ESTÉTICA,Fevereiro,PRÓ-MESO,1450.0,793.73,54.74000000000001
JARDINS,MEDICINA ESTÉTICA,Fevereiro,RADIESSE,32400.0,7431.36,22.9362962962963
JARDINS,MEDICINA ESTÉTICA,Fevereiro,SCULPTRA,71090.0,10848.05,15.25959487972992
JARDINS,MEDICINA ESTÉTICA,Fevereiro,SECAGEM,3040.0,1784.42,58.697894736842116
JARDINS,MEDICINA ESTÉTICA,Julho,BOTOX LIGHT,9391.0,3862.59,41.13077840485571
JARDINS,MEDICINA ESTÉTICA,Julho,BOTOX POWER,92210.0,32108.19,34.820728771282944
JARDINS,MEDICINA ESTÉTICA,Julho,CO2 CICATRIZ,10675.0,3934.58,36.857939110070255
JARDINS,MEDICINA ESTÉTICA,Julho,CO2 COLO,979.0,476.35,48.65644535240041
JARDINS,MEDICINA ESTÉTICA,Julho,CO2 OLHEIRAS,325.0,40.02,12.312307692307693
JARDINS,MEDICINA ESTÉTICA,Julho,CO2 ROSTO,4090.0,1638.89,40.070562347188265
JARDINS,MEDICINA ESTÉTICA,Julho,DERMAROLLER,4348.0,2027.76,46.63659613615455
JARDINS,MEDICINA ESTÉTICA,Julho,ENZIMA MELASMA,380.0,165.81,43.63473684210526
JARDINS,MEDICINA ESTÉTICA,Julho,PEELING QUÍMICO,3591.0,2031.65,56.57620161514899
JARDINS,MEDICINA ESTÉTICA,Julho,PREENCHIMENTO,96412.0,34357.62,35.63625357839273
JARDINS,MEDICINA ESTÉTICA,Julho,PRÓ-LIPO,12980.0,6416.43,49.433220338983055
JARDINS,MEDICINA ESTÉTICA,Julho,PRÓ-MESO,620.0,299.89,48.369032258064514
JARDINS,MEDICINA ESTÉTICA,Julho,RADIESSE,28960.0,5775.96,19.94462707182321
JARDINS,MEDICINA ESTÉTICA,Julho,SCULPTRA,202500.0,27015.34,13.340908641975307
JARDINS,MEDICINA ESTÉTICA,Julho,SECAGEM,3590.0,2059.89,57.37844011142062
JARDINS,MEDICINA ESTÉTICA,Junho,BOTOX LIGHT,9862.0,4032.37,40.888002433583445
JARDINS,MEDICINA ESTÉTICA,Junho,BOTOX POWER,75991.0,26823.71,35.29853719519417
JARDINS,MEDICINA ESTÉTICA,Junho,CO2 CICATRIZ,650.0,269.27,41.426153846153845
JARDINS,MEDICINA ESTÉTICA,Junho,CO2 COLO,2000.0,768.08,38.404
JARDINS,MEDICINA ESTÉTICA,Junho,CO2 ROSTO,6200.0,2878.04,46.42
JARDINS,MEDICINA ESTÉTICA,Junho,DERMAROLLER,3770.0,1735.52,46.03496021220159
JARDINS,MEDICINA ESTÉTICA,Junho,PEELING QUÍMICO,8214.0,4697.26,57.18597029461895
JARDINS,MEDICINA ESTÉTICA,Junho,PREENCHIMENTO,79314.0,28848.3,36.372261643593816
JARDINS,MEDICINA ESTÉTICA,Junho,PRÓ-LIPO,17140.0,8769.76,51.16543757292883
JARDINS,MEDICINA ESTÉTICA,Junho,RADIESSE,40500.0,8518.02,21.032148148148153
JARDINS,MEDICINA ESTÉTICA,Junho,SCULPTRA,116599.0,17095.59,14.6618706849973
JARDINS,MEDICINA ESTÉTICA,Junho,SECAGEM,380.0,223.05,58.697894736842116
JARDINS,MEDICINA ESTÉTICA,Maio,BOTOX LIGHT,5590.0,2318.59,41.47738819320214
JARDINS,MEDICINA ESTÉTICA,Maio,BOTOX POWER,85872.0,30099.93,35.05208775852432
JARDINS,MEDICINA ESTÉTICA,Maio,CO2 ROSTO,3820.0,1697.67,44.441570680628274
JARDINS,MEDICINA ESTÉTICA,Maio,DERMAROLLER,3300.0,1634.94,49.54363636363637
JARDINS,MEDICINA ESTÉTICA,Maio,PEELING QUÍMICO,2110.0,1206.33,57.17222748815167
JARDINS,MEDICINA ESTÉTICA,Maio,PREENCHIMENTO,107622.0,40776.16,37.888311683484794
JARDINS,MEDICINA ESTÉTICA,Maio,PRÓ-LIPO,18450.0,9154.2,49.61626016260163
JARDINS,MEDICINA ESTÉTICA,Maio,RADIESSE,50590.0,11008.43,21.76008302035976
JARDINS,MEDICINA ESTÉTICA,Maio,SCULPTRA,187510.0,25749.01,13.732075089328571
JARDINS,MEDICINA ESTÉTICA,Maio,SECAGEM,3010.0,1763.25,58.579867109634556
JARDINS,MEDICINA ESTÉTICA,Março,BOTOX LIGHT,3788.0,1697.3,44.80715945089757
JARDINS,MEDICINA ESTÉTICA,Março,BOTOX POWER,73252.0,25507.26,34.821248293561965
JARDINS,MEDICINA ESTÉTICA,Março,DERMAROLLER,3616.0,1626.89,44.991327433628314
JARDINS,MEDICINA ESTÉTICA,Março,PEELING QUÍMICO,4594.0,2707.83,58.942699172834146
JARDINS,MEDICINA ESTÉTICA,Março,PREENCHIMENTO,99239.0,37542.99,37.83088362438155
JARDINS,MEDICINA ESTÉTICA,Março,PRÓ-LIPO,13640.0,7297.1,53.49777126099708
JARDINS,MEDICINA ESTÉTICA,Março,PRÓ-MESO,1994.0,994.19,49.858956870611834
JARDINS,MEDICINA ESTÉTICA,Março,RADIESSE,24500.0,5714.6,23.32489795918368
JARDINS,MEDICINA ESTÉTICA,Março,SCULPTRA,136000.0,21473.44,15.789294117647056
JARDINS,MEDICINA ESTÉTICA,Março,SECAGEM,3375.0,1975.72,58.540000000000006
JARDINS,MEDICINA ESTÉTICA,Novembro,BOTOX LIGHT,7601.0,3249.77,42.754445467701615
JARDINS,MEDICINA ESTÉTICA,Novembro,BOTOX POWER,56649.5,19336.62,34.13378282244327
JARDINS,MEDICINA ESTÉTICA,Novembro,CO2 MÃOS,1200.0,278.76,23.229999999999997
JARDINS,MEDICINA ESTÉTICA,Novembro,CO2 ROSTO,15500.0,5699.66,36.772
JARDINS,MEDICINA ESTÉTICA,Novembro,DERMAROLLER,4570.0,2184.36,47.7977680525164
JARDINS,MEDICINA ESTÉTICA,Novembro,PEELING QUÍMICO,3580.0,2023.89,56.53329608938549
JARDINS,MEDICINA ESTÉTICA,Novembro,PREENCHIMENTO,78624.5,27766.32,35.315101908438216
JARDINS,MEDICINA ESTÉTICA,Novembro,PRÓ-LIPO,3270.0,1600.99,48.959877675840985
JARDINS,MEDICINA ESTÉTICA,Novembro,PRÓ-MESO,1800.0,811.52,45.08444444444444
JARDINS,MEDICINA ESTÉTICA,Novembro,RADIESSE,13500.0,2582.28,19.128000000000007
JARDINS,MEDICINA ESTÉTICA,Novembro,SCULPTRA,72700.0,9915.38,13.63876203576341
JARDINS,MEDICINA ESTÉTICA,Novembro,SECAGEM,3280.0,1908.71,58.192439024390254
JARDINS,MEDICINA ESTÉTICA,Novembro,UP BUMBUM,10600.0,2266.84,21.38528301886793
JARDINS,MEDICINA ESTÉTICA,Outubro,BOTOX LIGHT,9952.6,4258.74,42.79026626208227
JARDINS,MEDICINA ESTÉTICA,Outubro,BOTOX POWER,105794.71,35534.45,33.58811459854657
JARDINS,MEDICINA ESTÉTICA,Outubro,CO2 CICATRIZ,6200.0,1913.36,30.86064516129032
JARDINS,MEDICINA ESTÉTICA,Outubro,CO2 COLO,2500.0,906.54,36.2616
JARDINS,MEDICINA ESTÉTICA,Outubro,CO2 OLHEIRAS,1400.0,230.6,16.47142857142857
JARDINS,MEDICINA ESTÉTICA,Outubro,CO2 ROSTO,14770.0,6181.68,41.852931618144886
JARDINS,MEDICINA ESTÉTICA,Outubro,DERMAROLLER,5370.0,2402.24,44.73441340782123
JARDINS,MEDICINA ESTÉTICA,Outubro,GLÚTEO MAX,3600.0,1555.84,43.21777777777778
JARDINS,MEDICINA ESTÉTICA,Outubro,PEELING QUÍMICO,3900.0,2186.94,56.075384615384614
JARDINS,MEDICINA ESTÉTICA,Outubro,PREENCHIMENTO,90906.69,31665.38,34.832836973824485
JARDINS,MEDICINA ESTÉTICA,Outubro,PRÓ-LIPO,17324.0,8692.0,50.17316785961672
JARDINS,MEDICINA ESTÉTICA,Outubro,RADIESSE,16200.0,2944.5,18.17592592592593
JARDINS,MEDICINA ESTÉTICA,Outubro,SCULPTRA,150950.0,18574.83,12.305286518714805
JARDINS,MEDICINA ESTÉTICA,Outubro,SECAGEM,6560.0,3749.92,57.1634756097561
JARDINS,MEDICINA ESTÉTICA,Outubro,UP BUMBUM,21200.0,4533.68,21.38528301886793
JARDINS,MEDICINA ESTÉTICA,Setembro,BOTOX LIGHT,6842.0,2876.83,42.04657702426191
JARDINS,MEDICINA ESTÉTICA,Setembro,BOTOX POWER,62205.99,20485.79,32.93217477287959
JARDINS,MEDICINA ESTÉTICA,Setembro,CO2 CICATRIZ,650.0,269.27,41.426153846153845
JARDINS,MEDICINA ESTÉTICA,Setembro,CO2 OLHEIRAS,1300.0,538.54,41.426153846153845
JARDINS,MEDICINA ESTÉTICA,Setembro,CO2 ROSTO,6720.0,2995.61,44.5775
JARDINS,MEDICINA ESTÉTICA,Setembro,DERMAROLLER,400.0,166.68,41.67
JARDINS,MEDICINA ESTÉTICA,Setembro,PEELING QUÍMICO,3443.0,1958.59,56.886209700842294
JARDINS,MEDICINA ESTÉTICA,Setembro,PREENCHIMENTO,95195.0,32903.55,34.564371027890125
JARDINS,MEDICINA ESTÉTICA,Setembro,PRÓ-LIPO,15400.0,7542.36,48.976363636363644
